id,InstitutionName,Country,Year,total
2630,Samsung Economic Research Institute,Korea - Republic of,2014,317
2631,BIAC / TUAC Access,France,2015,316
2632,Empresa Brasileira de Pesquisa Agropecu<U+00E1>ria,Brazil,2016,316
2633,Helsinki Metropolia University of Applied Sciences,Finland,2015,316
2634,Ministry of Social Affairs,Estonia,2016,316
2635,US Govt Accounting Office,United States,2015,316
2636,University of Nairobi Library,Kenya,2015,316
2637,University of South Carolina,United States,2016,316
2638,Academy of Sciences Malaysia,Malaysia,2016,315
2639,Auckland University of Technology,New Zealand,2014,315
2640,Colgate University,United States,2015,315
2641,Fondazione ENI Enrico Mattei,Italy,2015,315
2642,Ministerio de Comercio Exterior Costa Rica,Costa Rica,2015,315
2643,Stortingsbiblioteket,Norway,2015,315
2644,UNIVERSITY OF MIAMI,United States,2016,315
2645,Universit<U+00E0> di Genova - SBA,Italy,2014,315
2646,Washington State University,United States,2015,315
2647,Claremont Colleges,United States,2016,314
2648,Liverpool John Moores University,United Kingdom,2016,314
2649,Oulu University,Finland,2016,314
2650,Universidade de Chile,Chile,2014,314
2651,Universit<U+00E0> degli studi di Cagliari,Italy,2015,314
2652,University of Wolverhampton,United Kingdom,2015,314
2653,Health Insurance Review & Assessment Service,Korea - Republic of,2014,313
2654,Staatsbibliothek zu Berlin - Preussischer Kulturbesitz,Germany,2016,313
2655,Universidad de Oviedo - Biblioteca,Spain,2015,313
2656,University of Delaware Library,United States,2014,313
2657,University of Massachusetts Boston,United States,2016,313
2658,Bangko Sentral Ng Pilipinas,Philippines,2015,312
2659,Central Queensland University,Australia,2015,312
2660,Daimler AG,Germany,2014,312
2661,ITESM - Campus Ciudad de M<U+00E9>xico,Mexico,2015,312
2662,Riksrevisionen Biblioteket,Sweden,2016,312
2663,University of Lethbridge,Canada,2016,312
2664,Alberta Government Library,Canada,2014,311
2665,EEG - Economic Expert Group,Russian Federation,2016,311
2666,FH Oberoesterreich,Austria,2014,311
2667,University of Bradford,United Kingdom,2016,311
2668,APG Asset Management NV,Netherlands,2015,310
2669,Inst for Naringslivsforskning,Sweden,2014,310
2670,University of Lancaster,United Kingdom,2014,310
2671,Yangon University of Ecomonics,Myanmar,2016,310
2672,CONSEJO ECONOMICO Y SOCIAL,Spain,2015,309
2673,Hotelschool the Hague,Netherlands,2015,309
2674,IFP Energies nouvelles,France,2016,309
2675,Jimma University,Ethiopia,2016,309
2676,The Grand National Assembly of Turkey,Turkey,2015,309
2677,Universitaetsbibliothek fuer Bodenkultur Wien,Austria,2016,309
2678,University of Regina - Library,Canada,2016,309
2679,Assembleia da Rep<U+00FA>blica,Portugal,2015,308
2680,DANMARKS NATIONALBANK -  Library,Denmark,2015,308
2681,TH Mittelhessen,Germany,2015,308
2682,Universitat de Girona,Spain,2015,308
2683,Tribunal De Contas,Portugal,2016,307
2684,UN Consortium - UNIDO,United States,2014,307
2685,Institute of Scientific & Technical Information of China (ISTIC),China - People<U+2019>s Republic,2014,306
2686,Korea Employment Information Service,Korea - Republic of,2015,306
2687,Ministerio de Industria Turismo y Comercio,Spain,2016,306
2688,Opetushallitus/ Kirjasto ja tietopalvelu,Finland,2016,306
2689,Shanghai Jiao Tong University,China - People<U+2019>s Republic,2016,306
2690,UN Consortium - UNFCCC,United States,2015,306
2691,Universit<U+00E4>t Salzburg,Austria,2014,306
2692,University of Ioannina,Greece,2015,306
2693,University of Virginia,United States,2014,306
2694,University of West Bohemia in Pilsen,Czech Republic,2016,306
2695,KYOTO SANGYO DAIGAKU,Japan,2015,305
2696,Studio Tributario e Societario,Italy,2015,305
2697,Universit<U+00E4>t Bielefeld,Germany,2014,305
2698,Banco de Espana,Spain,2014,304
2699,DIPF,Germany,2015,304
2700,GYEONGGI RESEARCH INSTITUTE,Korea - Republic of,2016,304
2701,Jimma University,Ethiopia,2015,304
2702,NATIONAL BANK OF GREECE,Greece,2015,304
2703,National Cheng Kung University,Chinese Taipei,2016,304
2704,University of Akron,United States,2016,304
2705,James Madison University,United States,2015,303
2706,Politechnika Warszawska,Poland,2015,303
2707,SGERI - State Grid Energy Research Institute,China - People<U+2019>s Republic,2015,303
2708,UNVERSITY LIBRARY OF TROMSO,Norway,2015,303
2709,Universidad Nacional Costa Rica,Costa Rica,2016,303
2710,Universidad de Oviedo - Biblioteca,Spain,2016,303
2711,University of Connecticut,United States,2015,303
2712,Zentrale Hochschulbibliothek Flensburg,Germany,2016,303
2713,Academy of Sciences of Albania,Albania,2015,302
2714,Erhvervsakademi Kolding - IBA,Denmark,2016,302
2715,Rodo Seisaku Kenkyu Kiko,Japan,2015,302
2716,Charles Sturt University,Australia,2016,301
2717,Marquette University,United States,2015,301
2718,Confederation of Icelandic Employers,Iceland,2015,300
2719,Hanken School of Economics,Finland,2015,300
2720,Instytut Badan Rynku Konsumpcji I Koniunktur,Poland,2016,300
2721,National Communications Commission,Chinese Taipei,2016,300
2722,FORD MOTOR CO,United States,2016,299
2723,Funda<U+00E7><U+00E3>o Get<U+00FA>lio Vargas/ RJ,Brazil,2016,299
2724,Nelson Mandela Metropolitan University,South Africa,2016,299
2725,Tartu University Library,Estonia,2014,299
2726,UN Consortium - WFP,United States,2015,299
2727,UNIVERSITY OF CALIFORNIA RIVERSIDE Libraries,United States,2016,299
2728,Biblioteka Uniwersytecka w Warszawie / Warsaw University Lib,Poland,2014,298
2729,Corporaci<U+00F3>n Andina de Fomento,Venezuela,2015,298
2730,Intl Food Policy Research Institute - IFPRI,United States,2015,298
2731,Metla/Lehtisali (Tutk),Finland,2014,298
2732,Ministry of Trade and Industry - Singapore,Singapore,2016,298
2733,National Tsing Hua University,Chinese Taipei,2015,298
2734,REED COLLEGE,United States,2015,298
2735,TNO Research Institute,Netherlands,2014,298
2736,TOHOKU UNIVERSITY,Japan,2014,298
2737,US Department of the Treasury,United States,2016,298
2738,Universita di Pisa,Italy,2016,298
2739,University of Kentucky,United States,2015,298
2740,Orebro Universitet Biblioteket,Sweden,2015,297
2741,Arizona State University,United States,2014,296
2742,Department of Health and Children,Ireland,2015,296
2743,Deutsches Zentrum f<U+00FC>r Luft- und Raumfahrt e.V. Projekttr<U+00E4>ger im DLR - Bibliothek,Germany,2014,296
2744,Illinois State University,United States,2016,296
2745,Instituto Politecnico Nacional,Mexico,2014,296
2746,KISDI - Korea Information Society Development Institute,Korea - Republic of,2015,296
2747,Kenya Revenue Authority,Kenya,2015,296
2748,Ohio State University Libraries,United States,2014,296
2749,Universidade Do Minho,Portugal,2014,296
2750,Universit<U+00E0> di Napoli Federico II,Italy,2015,296
2751,Hanken School of Economics,Finland,2016,295
2752,Lupane State University,Zimbabwe,2015,295
2753,Otto-von-Guericke-Universitaet - UB,Germany,2014,295
2754,Tillv<U+00E4>xtanalys,Sweden,2016,295
2755,Crown Prince Court,United Arab Emirates,2015,294
2756,Indian Institute of Management Bangalore,India,2016,294
2757,Linneuniversitetet,Sweden,2015,294
2758,National Library of Estonia,Estonia,2016,294
2759,Oklahoma State University,United States,2016,294
2760,Banco Central de Venezuela,Venezuela,2016,293
2761,Central European University Library,Hungary,2014,293
2762,Fachhochschule K<U+00E4>rnten (Carinthia University of Applied Sciences),Austria,2015,293
2763,KAIST College of Business,Korea - Republic of,2015,293
2764,Tshwane University of Technology,South Africa,2016,293
2765,Universit<U+00E0> di Siena,Italy,2015,293
2766,University of Seoul,Korea - Republic of,2014,293
2767,Brandeis University,United States,2014,292
2768,Bundesverband der Deutschen Industrie E.V.,Germany,2016,292
2769,Cape Breton University,Canada,2015,292
2770,FOLKETINGET,Denmark,2015,292
2771,NORGES BANK,Norway,2014,292
2772,Northeastern University,United States,2016,292
2773,EBSCO Publishing,United States,2015,291
2774,Freehills,Australia,2015,291
2775,ITESM - Universidad Virtual,Mexico,2014,291
2776,Library of Vilnius University,Lithuania,2014,291
2777,NATIONAL BANK OF GREECE,Greece,2016,291
2778,NORAD Library,Norway,2014,291
2779,Universitaetsbibliothek Bamberg,Germany,2014,291
2780,Dublin Institute of Technology,Ireland,2016,290
2781,Executive Office of the President Library,United States,2016,290
2782,National University of Ireland,Ireland,2014,290
2783,Landsorganisationen i Sverige,Sweden,2015,289
2784,Lib4ri,Switzerland,2014,289
2785,Mendel University in Brno,Czech Republic,2014,289
2786,SINTEF,Norway,2015,289
2787,Cortes Generales,Spain,2014,288
2788,IG Metall Zentralbibliothek,Germany,2015,288
2789,IMHE Member Access,France,2016,288
2790,Narodna banka Slovenska - Centralna kniznica,Slovak Republic,2016,288
2791,National Chengchi University,Chinese Taipei,2014,288
2792,UNIVERSITA DELLA SVIZZERA ITALIANA,Switzerland,2014,288
2793,Universidad Panamericana,Mexico,2016,288
2794,FRB Minneapolis,United States,2015,287
2795,IOWA STATE UNIVERSITY,United States,2015,287
2796,NHH Norwegian School of Economics,Norway,2014,287
2797,NPS Dudley Knox Library,United States,2015,287
2798,UOIT Campus Libraries,Canada,2015,287
2799,CEA,France,2016,286
2800,Central Economics and Mathematics Institute - Russian Academy of Sciences,Russian Federation,2016,286
2801,Jomo Kenyatta University of Agriculture and Technology,Kenya,2015,286
2802,NHTV Breda University of Professional Education,Netherlands,2016,286
2803,Univerze v Mariboru,Slovenia,2015,286
2804,VSB - Technical University of Ostrava,Czech Republic,2016,286
2805,Green Technology Center,Korea - Republic of,2016,285
2806,Institut f<U+00FC>r Wirtschaftsforschung Halle,Germany,2016,285
2807,Korea institute for the advancement of technology,Korea - Republic of,2015,285
2808,NHTV Breda University of Professional Education,Netherlands,2015,285
2809,Thomson Reuters,France,2014,285
2810,University of Central Lancashire,United Kingdom,2015,285
2811,DET ADMINISTRATIVE BIBLIOTEK,Denmark,2014,284
2812,Foreign and Commonwealth Office,United Kingdom,2014,284
2813,NTL INSTIT OF ECON AND SOCIAL RESEARCH,United Kingdom,2016,284
2814,Oeko-Institut,Germany,2016,284
2815,University of Canterbury.,New Zealand,2014,284
2816,Abbott Laboratories,United States,2015,283
2817,African Development Bank,Tunisia,2016,283
2818,Oklahoma State University,United States,2015,283
2819,UK Department of Health Library,United Kingdom,2014,283
2820,FRB Saint Louis,United States,2015,282
2821,Magyar Nemzeti Bank,Hungary,2014,282
2822,Telecom Paristech,France,2015,282
2823,Universidad Aut<U+00F3>noma de Baja California,Mexico,2016,282
2824,University of Illinois at Urbana-Champaign,United States,2014,282
2825,University of Texas at El Paso,United States,2015,282
2826,Bangko Sentral Ng Pilipinas,Philippines,2016,281
2827,Bond University,Australia,2016,281
2828,Central Bank of Ireland,Ireland,2016,281
2829,Centre D'Etudes Economiques,France,2015,281
2830,Department for Education,United Kingdom,2014,281
2831,EDINBURGH NAPIER UNIVERSITY,United Kingdom,2015,281
2832,LONDON BUSINESS SCHOOL LIBRARY,United Kingdom,2016,281
2833,OPEC Information Center (Library),Austria,2015,281
2834,Parliamentary Library - Legislative Yuan,Chinese Taipei,2016,281
2835,Universitat de Girona,Spain,2016,281
2836,European Training Foundation,Italy,2015,280
2837,INSEE - Division Documentation,France,2014,280
2838,North Carolina State University,United States,2016,280
2839,Universita Degli Studi Roma,Italy,2015,280
2840,Elsevier,United Kingdom,2015,279
2841,Instituto Nacional de Metrologia Normaliza<U+00E7><U+00E3>o e Qualidade Industrial,Brazil,2015,279
2842,Korea Economic Research Institute,Korea - Republic of,2014,279
2843,Library of Congress,United States,2014,279
2844,Universit<U+00E4>t Augsburg,Germany,2014,279
2845,Cukurova University,Turkey,2016,278
2846,FUNDACION ESADE,Spain,2016,278
2847,Nankai University Library,China - People<U+2019>s Republic,2016,278
2848,Statkraft AS,Norway,2015,278
2849,The National Library of China,China - People<U+2019>s Republic,2014,278
2850,UNIVERSITA DEGLI STUDI DI PARMA,Italy,2015,278
2851,University of Nevada Las Vegas,United States,2016,278
2852,BIBLIOTHEQUE NATIONALE DE FRANCE,France,2016,277
2853,INSTITUTE OF ENERGY ECONOMICS JAPAN,Japan,2015,277
2854,NOMURA RESEARCH INSTITUTE LTD,Japan,2016,277
2855,University of Exeter,United Kingdom,2014,277
2856,Free University of Bozen/Bolzano,Italy,2015,276
2857,CINVESTAV,Mexico,2016,275
2858,HfWU N<U+00FC>rtingen-Geislingen,Germany,2015,275
2859,Riga Technical University,Latvia,2016,275
2860,Saskatchewan Dept of Finance,Canada,2015,275
2861,Secretariat du Conseil du Tresor,Canada,2015,275
2862,Univerze v Mariboru,Slovenia,2016,275
2863,Colorado State University,United States,2015,274
2864,Heriot-Watt University,United Kingdom,2014,274
2865,ProQuest,United States,2014,274
2866,TERI - The Energy and Resource Institute - IHC,India,2016,274
2867,University of Tasmania Morris Miller Library,Australia,2014,274
2868,VDI/VDE Innovation + Technik GmbH,Germany,2016,274
2869,Hochschule Osnabr<U+00FC>ck,Germany,2014,273
2870,Senado Federal,Brazil,2016,273
2871,UNIVERSITY OF COLORADO BOULDER,United States,2014,273
2872,Universidad de Leon,Spain,2014,273
2873,Universit<U+00E4>ts- und Landesbibliothek Darmstadt,Germany,2014,273
2874,ZEW - Special Library,Germany,2014,273
2875,Indian Institute of Technology Mumbai,India,2015,272
2876,Kon-Kuk University,Korea - Republic of,2016,272
2877,Ministry of Employment and the Economy,Finland,2015,272
2878,IRES,Italy,2015,271
2879,Northern Illinois University,United States,2014,271
2880,Rezekne Academy of Technologies,Latvia,2016,271
2881,Robert Koch-Institut,Germany,2015,271
2882,Strathmore University. Library,Kenya,2015,271
2883,Universit<U+00E4>tsbibliothek Wuppertal,Germany,2014,271
2884,University of Saskatchewan,Canada,2014,271
2885,Bibliothek Wissenschaftspark Albert Einstein,Germany,2015,270
2886,Europainstitut der Universit<U+00E4>t,Switzerland,2014,270
2887,FH Dortmund,Germany,2016,270
2888,Gazi University Library,Turkey,2014,270
2889,National Library of Belarus,Belarus,2015,270
2890,UNIVERSITY OF CALIFORNIA SANTA CRUZ,United States,2015,270
2891,Universidade Catolica Portuguesa,Portugal,2014,270
2892,Universita' Degli Studi di Salerno,Italy,2015,270
2893,Universiteit Leiden,Netherlands,2015,270
2894,University of Pittsburgh,United States,2014,270
2895,Virginia Tech,United States,2015,270
2896,Ober<U+00F6>sterreichische Landesregierung,Austria,2015,269
2897,PETROBRAS,Brazil,2014,269
2898,Texas A & M University,United States,2014,269
2899,Universidade Federal Fluminense,Brazil,2016,269
2900,University of Surrey,United Kingdom,2014,269
2901,Vanderbilt University,United States,2014,269
2902,Vassar College Libraries,United States,2015,269
2903,Fraunhofer-Institut Toxikologie und Experimentelle Medizin ITEM,Germany,2016,268
2904,Kon-Kuk University,Korea - Republic of,2015,268
2905,Politechnika Warszawska,Poland,2016,268
2906,University of Ioannina,Greece,2016,268
2907,University of the Witwatersrand,South Africa,2014,268
2908,Biblioteca Scuola Superiore Sant'Anna - Pisa,Italy,2016,267
2909,Czech University of Life Sciences Prague,Czech Republic,2016,267
2910,Freshfields Bruckhaus Deringer,United Kingdom,2014,267
2911,IOWA STATE UNIVERSITY,United States,2016,267
2912,Pfizer Global Research and Development,United States,2014,267
2913,Universit<U+00E0> degli studi di Napoli Parthenope,Italy,2015,267
2914,BUREAU FEDERAL DU PLAN,Belgium,2015,266
2915,Fraunhofer-Institut f<U+00FC>r Molekularbiologie und Angewandte Oekologie,Germany,2016,266
2916,ITESM - Universidad Virtual,Mexico,2015,266
2917,Inland Revenue Authority of Singapore (IRAS),Singapore,2016,266
2918,Mekelle University,Ethiopia,2015,266
2919,Ministerio de Industria Turismo y Comercio,Spain,2015,266
2920,NIHON SEISAKU TOSHI GINKO,Japan,2015,266
2921,University of Nebraska-Lincoln,United States,2015,266
2922,Bank of Greece,Greece,2014,265
2923,Ministry of Health and Welfare,Chinese Taipei,2016,265
2924,University of Missouri-Columbia,United States,2016,265
2925,Kobe University,Japan,2014,264
2926,Korea institute for the advancement of technology,Korea - Republic of,2016,264
2927,Ministry for the Environment,New Zealand,2016,264
2928,State Library of New South Wales,Australia,2016,264
2929,University of the Western Cape,South Africa,2016,264
2930,Vorarlberger Landesbibliothek,Austria,2015,264
2931,CPP Investment Board,Canada,2016,263
2932,Chalmers University,Sweden,2015,263
2933,Comisi<U+00F3>n Nacional Bancaria y de Valores,Mexico,2016,263
2934,DUV Speyer,Germany,2015,263
2935,ITU - Intl Telecommunication Union,Switzerland,2016,263
2936,Universi. Degli Studi di Bergamo,Italy,2014,263
2937,WILLIAMS COLLEGE,United States,2016,263
2938,College of William and Mary,United States,2015,262
2939,EDINBURGH NAPIER UNIVERSITY,United Kingdom,2014,262
2940,Kaunas University of Technology,Lithuania,2015,262
2941,Konjunkturinstitutet,Sweden,2015,262
2942,Aristotle University of Thessaloniki,Greece,2016,261
2943,Colgate University,United States,2014,261
2944,Confederation of Icelandic Employers,Iceland,2016,261
2945,DENRYOKU CHUO KENKYUSHO,Japan,2015,261
2946,Egerton University - Library,Kenya,2015,261
2947,Hochschule Ruhr West,Germany,2016,261
